age,workclass,fnlwgt,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country
34,1,201122,1,4,6,4,0,1,0,0,48,0
27,1,232782,1,3,9,2,0,0,0,0,40,0
18,1,120781,3,3,4,2,0,1,0,0,20,0
62,6,33365,0,0,4,0,0,0,0,0,40,10
44,1,79864,7,2,1,1,0,0,0,0,20,0
50,1,177705,6,1,4,0,0,1,0,0,40,0
36,4,233533,1,4,6,4,0,1,0,0,60,0
36,1,376455,10,1,6,0,0,1,0,0,38,0
18,1,193741,8,3,4,3,1,1,0,0,30,0
46,1,190115,9,4,6,4,0,1,0,0,40,0
26,1,132572,6,3,5,2,1,0,0,0,40,0
32,1,157289,0,5,8,3,0,1,0,0,40,0
20,1,111697,1,3,5,2,0,0,0,1719,28,0
58,1,272902,6,0,1,1,0,0,0,0,40,0
22,6,137510,0,3,10,2,0,1,0,0,40,0
71,1,200418,12,4,7,4,0,1,0,0,40,0
63,5,165667,0,4,1,4,0,1,0,0,40,0
60,2,114060,1,4,12,4,0,1,0,0,40,0
22,1,193090,0,3,9,0,0,0,0,0,37,0
34,1,98101,2,4,7,4,0,1,0,0,40,0
17,1,317702,14,3,4,2,1,0,0,0,40,0
33,1,288398,6,1,5,0,0,0,0,0,45,0
40,1,520586,1,1,5,1,0,0,0,0,39,0
32,6,191731,1,3,5,1,1,0,0,0,40,0
69,1,213249,10,0,9,0,0,0,0,0,25,0
62,6,76720,6,4,3,5,0,0,0,0,40,0
24,1,121313,0,4,5,4,0,1,0,0,40,0
35,1,117166,6,3,1,0,0,1,0,0,50,0
50,1,280278,0,0,3,1,1,0,0,0,40,0
53,4,108815,0,4,6,4,0,1,0,0,60,0
37,3,187046,1,4,3,4,0,1,0,0,40,0
21,1,131230,1,3,9,2,0,1,0,0,10,0
18,1,150817,0,3,9,2,0,0,0,0,20,0
40,5,45054,1,4,7,4,0,1,0,0,40,0
58,1,306233,6,4,9,4,0,1,15024,0,40,0
61,1,539563,1,4,1,4,0,1,0,0,45,0
44,1,191893,0,3,4,2,0,0,0,0,24,0
45,2,305739,1,1,5,0,0,0,0,0,40,0
34,1,345360,6,4,11,4,0,1,0,0,40,16
21,1,34816,10,4,5,5,0,0,0,0,12,0
43,1,124436,1,4,3,5,0,0,0,0,40,0
54,1,183248,0,1,7,0,1,1,0,0,40,0
30,6,363032,0,4,12,4,1,1,0,0,40,0
47,1,341995,1,1,9,2,0,1,0,0,55,0
44,1,203943,6,4,1,4,1,1,0,0,35,0
35,4,308874,0,3,6,0,1,1,0,0,40,0
25,1,186294,0,3,5,0,0,0,0,0,50,0
41,6,575442,1,1,6,0,0,1,0,0,40,0
44,5,151089,0,4,1,4,0,1,0,1887,70,0
41,6,213154,1,4,5,5,1,0,0,0,40,0
37,1,256636,0,4,7,4,0,1,0,0,40,0
26,1,118736,6,3,3,0,0,0,0,0,20,0
63,1,71800,2,0,4,0,0,0,0,0,41,0
44,5,103643,0,4,1,4,0,1,5013,0,60,3
36,1,281021,0,3,7,0,0,1,0,0,45,0
58,3,175873,1,4,5,4,0,1,0,0,40,0
42,3,31621,9,1,5,0,0,0,0,0,40,0
32,1,116055,0,3,5,1,1,0,2977,0,35,0
27,6,113545,6,3,3,0,0,0,0,0,40,0
56,6,129762,1,1,5,0,0,0,0,0,35,0
45,1,99355,0,4,12,4,1,1,0,0,40,0
18,1,183930,0,3,4,2,0,1,0,0,12,0
36,1,114059,6,4,1,4,0,1,0,0,45,0
61,1,153790,0,4,5,5,1,0,0,0,40,0
43,1,105936,0,4,5,5,0,0,0,0,35,0
47,1,73394,1,4,1,5,0,0,0,0,50,0
20,1,228649,0,3,4,2,0,1,0,0,40,0
32,1,194987,0,4,5,5,1,0,0,0,40,0
40,1,120277,1,3,9,0,0,1,0,0,40,0
18,1,240747,0,3,2,2,0,0,0,0,40,27
46,6,303918,0,4,12,4,0,1,7688,0,96,0
40,0,70645,1,4,0,5,0,0,0,0,20,0
52,2,338816,7,3,5,0,0,1,0,0,70,0
30,1,255004,9,1,9,0,0,1,0,0,52,0
22,1,246965,1,3,3,0,0,1,0,0,12,0
33,1,206280,0,3,5,0,1,1,0,0,40,0
54,4,103179,0,4,7,4,0,1,0,0,60,0
27,1,159623,1,4,9,4,0,1,0,0,40,0
17,1,566049,3,3,4,2,0,1,0,0,8,0
23,1,181820,1,3,8,2,0,1,0,0,20,0
32,1,207668,0,4,6,4,0,1,0,0,50,0
22,1,250647,1,3,5,2,0,1,0,0,12,0
52,0,108211,2,4,0,4,0,1,0,0,40,0
66,4,262552,1,4,10,4,0,1,0,0,7,0
37,1,344480,1,4,6,4,0,1,0,0,65,0
43,1,459342,0,1,5,0,0,0,0,0,40,0
18,1,194561,1,3,4,2,0,1,0,0,37,0
64,1,260082,13,4,6,4,0,1,0,0,40,31
33,1,303867,1,4,1,4,0,1,0,0,50,0
66,1,142501,0,3,4,3,1,0,0,0,3,0
29,5,168221,6,4,1,4,0,1,0,1740,70,0
35,1,33975,7,3,3,0,0,1,0,0,45,0
54,1,221915,1,0,6,1,0,0,0,0,50,0
18,4,296090,0,3,9,2,0,1,0,0,48,1
31,6,50442,1,3,1,2,4,0,0,0,32,0
51,1,270194,14,4,7,4,0,1,0,0,40,0
62,1,200922,2,0,2,0,0,0,0,0,40,0
37,1,230408,0,1,4,0,1,0,0,0,20,0
34,1,186269,0,1,5,2,0,1,0,0,40,0
48,1,182313,1,4,8,4,0,1,0,0,40,0
46,1,81497,0,1,8,0,0,0,0,0,48,0
44,1,355728,1,2,1,0,0,1,0,1980,45,16
54,1,139703,1,4,6,4,0,1,3103,0,40,17
30,1,107793,1,4,7,4,0,1,0,0,56,0
35,1,27408,1,3,9,0,0,1,0,0,40,0
24,1,155066,8,4,2,4,0,1,0,0,60,0
48,5,302612,7,4,4,4,0,1,0,0,40,0
30,1,219838,13,1,2,0,0,1,0,0,40,0
54,2,312897,4,4,3,4,0,1,0,0,46,16
28,1,271572,14,3,4,3,0,1,0,0,52,0
43,1,307767,0,4,8,4,0,1,0,0,40,0
36,1,155537,0,4,6,4,0,1,0,0,40,0
38,1,338320,6,4,3,4,0,1,0,0,40,10
68,0,133758,2,0,0,0,1,1,0,0,10,0
31,1,232475,1,4,5,4,0,1,0,0,40,0
35,1,308691,7,4,2,4,0,1,0,0,48,0
54,1,117674,7,4,3,4,0,1,0,0,40,0
37,1,70240,0,3,4,2,2,0,0,0,40,8
24,1,349691,1,3,9,3,1,0,0,0,40,0
21,1,96844,1,3,5,0,0,0,0,0,20,0
46,1,216999,6,3,1,0,0,1,0,0,55,0
58,1,204021,0,3,7,2,0,1,0,0,40,10
34,1,160449,0,4,2,4,0,1,0,0,44,0
17,1,132636,8,3,7,2,0,0,0,0,16,0
24,1,176389,0,4,6,4,0,1,0,0,40,0
55,4,145574,0,1,1,0,0,1,34095,0,60,0
61,1,110920,3,4,9,4,0,1,0,0,40,0
35,1,172571,6,4,3,4,0,1,0,0,50,0
36,1,194905,6,0,3,1,0,0,0,0,44,0
47,1,27815,14,1,4,0,0,0,0,1719,30,0
26,1,50103,1,3,9,0,0,0,0,0,40,0
25,1,95691,0,3,4,1,0,0,0,0,30,31
34,2,216283,6,4,3,5,0,0,0,0,45,0
35,6,103966,7,1,5,1,0,0,0,0,41,0
21,1,197918,0,3,7,2,0,1,0,0,40,0
38,6,84570,1,3,5,2,4,0,0,0,40,0
29,1,130856,1,4,6,4,0,1,0,0,60,0
62,1,209844,1,1,5,1,0,0,0,0,30,0
50,1,168212,7,4,6,4,0,1,0,1902,45,0
22,0,24008,1,3,0,2,0,1,0,0,72,0
22,1,110200,6,3,3,0,0,1,0,0,40,0
21,1,122348,1,3,11,2,0,0,0,0,35,0
31,1,227886,1,3,5,1,1,0,0,0,35,0
45,6,119199,9,1,3,1,0,0,0,0,48,0
21,1,346341,1,3,3,0,0,0,0,0,40,0
31,1,87535,1,3,2,0,0,0,0,0,25,0
49,1,123584,8,4,7,4,0,1,0,0,75,0
24,1,174138,9,4,6,4,0,1,0,0,40,0
45,1,353012,0,1,7,0,0,1,0,0,40,0
36,1,166549,6,1,5,0,0,1,0,0,55,0
49,2,269417,4,3,1,0,0,0,0,2258,50,0
23,1,46561,0,1,6,0,0,1,0,0,60,0
49,1,66385,0,4,9,4,0,1,5013,0,40,0
49,2,131302,10,1,5,0,1,0,0,0,44,0
30,1,243165,0,4,1,4,0,1,0,0,40,0
55,4,157486,7,4,3,4,0,1,7298,0,40,0
19,1,87497,8,3,7,3,0,1,0,0,10,0
50,5,120781,6,4,9,4,2,1,0,0,60,11
20,1,258298,1,3,8,2,0,1,0,0,20,0
62,1,109190,6,4,1,4,0,1,15024,0,40,0
47,1,176893,0,1,6,0,1,1,8614,0,44,0
48,1,209460,0,1,8,0,0,1,0,0,40,0
56,1,365050,2,3,10,1,1,0,0,0,20,0
24,1,95552,0,3,11,2,0,1,0,0,40,0
48,0,199763,1,4,0,5,0,0,0,0,20,0
19,1,199441,0,3,3,0,0,0,0,0,40,0
33,1,252168,1,3,4,0,1,1,0,0,40,0
62,1,81116,1,1,5,0,0,1,0,1974,40,0
27,1,219863,0,4,7,4,0,1,0,0,40,0
34,1,45522,0,3,4,0,0,1,0,0,40,0
75,0,114204,1,4,0,4,0,1,0,0,13,0
30,1,118551,6,4,11,5,0,0,0,0,16,0
60,6,124987,6,4,3,4,0,1,7298,0,40,0
50,1,118058,1,4,7,4,0,1,0,0,50,0
42,4,170649,1,4,10,4,0,1,0,0,60,0
29,1,37933,13,5,4,0,1,0,0,0,40,0
18,0,165532,13,3,0,2,0,1,0,0,25,0
33,1,288840,0,5,4,1,1,0,0,0,38,0
60,1,372838,0,4,6,4,0,1,0,0,40,0
31,0,259120,1,4,0,5,0,0,0,0,10,0
42,1,162003,4,3,3,0,0,1,0,0,36,0
59,1,261816,1,1,1,0,0,0,0,0,52,41
45,4,193451,1,4,7,4,0,1,0,0,45,0
20,1,169600,1,3,3,2,0,0,2176,0,12,0
27,2,206889,9,3,12,0,0,1,0,0,40,0
37,1,243409,0,4,7,4,0,1,0,0,50,0
27,1,133929,6,3,3,1,0,0,0,0,36,1
40,2,390781,0,1,4,0,1,0,0,0,48,0
38,1,31964,14,4,5,4,0,1,0,0,40,0
59,0,556688,14,1,0,0,0,0,0,0,12,0
23,1,292023,0,3,1,0,0,1,0,0,45,0
33,1,232356,0,4,9,4,0,1,0,1672,55,0
47,1,178686,10,3,4,0,0,1,0,0,40,0
51,1,241745,12,2,2,1,0,0,0,0,40,2
30,0,147215,1,3,0,2,0,0,0,0,30,0
69,1,174474,3,2,2,0,0,0,0,0,28,25
57,5,159028,5,4,3,4,0,1,99999,0,60,0
26,1,206199,0,3,5,2,1,1,0,0,40,0
34,1,346275,8,1,8,0,0,1,0,0,43,0
35,5,153976,0,4,1,4,0,1,0,0,60,0
46,2,421223,1,3,1,0,0,0,0,0,40,0
58,4,321171,0,4,8,4,0,1,0,0,40,0
25,0,218948,2,3,0,0,0,0,0,0,32,2
37,1,329026,0,4,5,5,0,0,0,0,40,0
29,1,250967,10,4,3,4,0,1,0,0,40,0
27,4,208577,1,4,1,4,0,1,0,0,45,0
25,1,212800,1,3,9,2,0,0,0,0,40,0
27,6,209109,7,3,3,2,0,1,0,0,35,0
65,0,293385,15,4,0,4,1,1,0,0,30,0
60,0,116961,2,0,0,1,0,0,0,0,20,0
50,1,139703,1,4,6,4,0,1,0,0,40,0
39,1,333305,1,4,9,5,0,0,0,0,45,0
61,1,83045,14,4,2,4,0,1,0,0,40,0
62,1,210142,10,4,1,4,0,1,0,0,50,0
43,1,203642,6,3,3,0,0,0,0,0,40,0
52,1,165681,1,4,1,4,0,1,0,0,40,0
44,6,145522,7,3,3,0,0,0,0,0,40,0
28,1,535978,1,4,6,4,0,1,0,0,40,0
27,1,314240,9,3,1,0,0,1,3325,0,40,0
50,4,29231,0,4,1,4,0,1,0,0,45,0
43,1,154374,1,4,6,4,0,1,15024,0,60,0
31,1,309974,6,2,9,2,1,0,0,0,40,0
31,2,176998,1,4,6,4,0,1,0,0,35,0
59,4,31137,0,4,10,4,0,1,0,0,70,0
47,6,183486,6,4,3,5,0,0,0,0,50,0
40,1,76487,0,4,2,4,0,1,0,0,40,0
43,1,87284,1,3,8,0,0,1,0,0,40,0
26,1,258768,1,3,7,0,1,1,2174,0,75,0
23,1,394612,6,3,11,2,1,1,0,0,40,0
62,1,211408,10,4,11,4,0,1,0,0,40,0
21,1,208503,1,3,7,2,0,1,0,0,10,0
46,2,192779,6,4,1,4,0,1,7688,0,40,0
43,1,403276,0,4,6,4,0,1,0,0,40,0
28,1,162404,6,3,6,0,1,1,0,0,60,0
32,1,106014,1,4,9,4,0,1,5178,0,50,0
26,1,134004,1,4,1,5,0,0,0,0,40,0
38,4,322143,6,4,4,4,0,1,0,0,10,0
41,1,154194,0,3,9,2,0,0,0,0,40,0
18,1,54440,1,3,4,2,0,1,0,0,30,0
54,1,174865,14,4,1,4,0,1,0,0,45,0
30,2,111883,1,3,3,0,0,1,0,0,40,0
51,6,277024,0,2,12,0,1,1,0,0,40,0
50,0,346014,2,2,0,2,0,0,0,0,20,0
50,1,93690,0,4,7,4,0,1,0,0,40,0
47,2,54887,4,4,3,4,0,1,0,0,40,0
36,1,162312,0,3,6,0,2,1,0,0,70,11
37,1,238433,11,4,7,4,0,1,0,0,40,22
20,1,250165,0,4,9,4,0,1,0,0,40,0
28,1,251905,5,3,3,0,0,1,0,2339,40,10
38,2,103925,0,1,4,1,0,0,2036,0,20,0
29,1,232914,10,3,5,2,1,0,0,0,40,0
47,5,175958,6,3,9,0,0,1,3325,0,60,0
51,1,70767,0,4,5,3,0,0,0,0,40,0
29,1,40083,4,3,3,0,0,1,0,0,40,10
44,1,174283,6,4,9,4,0,1,0,0,50,0
18,4,213024,1,3,10,2,0,1,0,0,30,0
69,1,269499,0,0,8,0,0,0,0,0,8,0
57,3,199114,6,3,5,0,0,1,0,2258,40,0
34,1,244147,6,4,3,4,0,1,0,0,40,1
30,6,183000,7,4,3,4,0,1,0,0,45,0
29,1,119052,0,3,8,0,1,0,0,0,40,0
21,0,41356,1,3,0,2,0,0,0,0,35,0
33,6,365908,0,4,4,4,1,1,2105,0,40,0
54,1,133050,1,3,9,0,1,1,0,0,41,0
17,1,170455,8,3,9,2,0,0,0,0,8,0
41,6,210259,7,3,3,0,1,0,0,0,40,0
57,4,24473,10,4,6,4,0,1,0,0,40,0
54,1,104421,1,1,5,0,0,0,0,0,40,0
36,5,116133,0,4,7,4,0,1,0,0,57,0
32,1,195891,9,4,3,4,0,1,0,0,45,0
28,1,92262,6,4,9,4,0,1,0,0,40,0
46,6,148995,6,3,3,2,0,1,4787,0,45,0
48,4,58683,1,4,9,4,0,1,0,0,70,0
42,1,228320,1,4,11,4,0,1,0,0,50,0
46,5,175958,13,4,6,4,0,1,0,0,45,1
23,1,249046,3,4,8,4,0,1,0,0,40,0
55,1,349304,6,4,1,4,0,1,0,0,40,0
32,3,128714,0,3,4,2,1,0,0,0,32,0
26,1,89389,1,1,3,0,0,0,0,0,40,0
65,1,180280,1,4,1,5,0,0,0,0,40,0
33,1,179758,0,4,9,5,0,0,0,0,20,0
41,1,227890,1,1,6,0,0,1,0,0,46,0
23,1,250630,7,3,3,0,0,0,0,0,30,0
32,1,303942,0,4,2,4,0,1,0,0,40,0
52,1,95128,1,1,9,0,0,1,0,0,50,0
38,5,54953,1,4,6,4,0,1,0,0,38,0
45,1,203653,0,4,5,4,1,1,7298,0,40,0
30,1,224377,0,3,6,0,0,1,0,0,40,0
33,1,355856,9,4,9,4,2,1,0,0,60,0
31,4,176862,1,4,6,4,0,1,0,0,40,0
31,1,160594,9,3,3,2,0,1,0,0,3,0
58,6,223214,0,4,4,4,0,1,0,0,40,0
55,6,171328,1,5,5,1,1,0,0,0,35,0
19,1,164123,8,3,4,0,1,1,0,0,40,0
26,4,221626,0,4,4,5,0,0,0,1579,20,0
34,1,213887,1,4,6,4,0,1,0,0,40,0
62,6,291175,6,0,3,0,0,0,0,0,48,0
47,1,183013,0,4,4,4,0,1,0,0,40,0
45,1,304570,6,4,1,4,2,1,0,0,60,5
27,1,247711,0,4,5,5,0,0,0,0,40,0
34,1,31740,2,4,7,4,0,1,0,0,40,0
19,0,117201,1,3,0,2,0,1,0,0,22,0
23,6,248344,1,3,4,0,1,1,0,0,30,0
34,1,260560,0,4,1,4,0,1,0,0,50,0
33,1,91964,1,3,5,1,0,1,0,0,40,0
34,1,228881,1,2,2,0,3,1,0,0,40,0
42,5,120277,7,4,1,4,0,1,0,0,40,0
35,1,25955,8,3,4,1,4,1,0,0,40,0
36,5,180419,0,4,10,4,0,1,0,0,45,0
42,1,213464,1,4,6,4,0,1,0,0,40,0
51,4,353281,0,2,4,1,0,0,0,0,20,0
32,1,102986,12,4,2,5,2,0,0,0,40,39
24,6,387108,1,4,12,4,1,1,0,0,40,0
24,1,353010,6,3,5,0,0,1,0,0,10,0
36,0,214896,14,1,0,1,0,0,0,0,40,2
50,1,71898,12,4,2,5,2,0,0,0,35,8
40,1,118001,0,3,8,0,1,1,0,0,40,0
62,4,226546,5,4,3,4,0,1,0,0,16,0
59,1,168569,5,3,3,0,0,1,0,0,50,0
18,1,120243,8,3,4,2,0,1,0,0,10,0
36,1,393673,9,4,1,5,0,0,0,0,50,0
51,5,28765,5,4,3,4,0,1,0,0,60,0
38,1,239755,0,4,2,4,0,1,0,0,40,0
52,3,279337,0,4,5,4,0,1,0,0,40,0
22,0,199426,1,3,0,0,0,0,0,0,40,0
60,1,145995,6,4,9,4,0,1,0,0,40,0
81,4,136063,0,4,1,4,0,1,0,0,30,0
48,6,148121,6,5,5,1,2,0,0,0,40,8
35,4,361888,6,4,9,4,0,1,0,0,60,19
30,1,144593,0,3,4,0,1,1,0,0,40,1
41,1,88368,0,3,9,0,0,0,0,0,50,0
32,1,207400,0,3,2,1,1,0,0,0,40,0
56,1,197369,2,4,1,4,0,1,0,0,40,0
17,6,32124,14,3,4,2,1,1,0,0,9,0
28,1,181776,1,3,5,0,0,0,0,0,40,0
60,4,235535,0,4,1,4,0,1,0,0,48,0
40,1,183096,6,1,5,0,0,0,0,0,35,0
25,1,178478,6,3,5,2,0,0,0,0,40,0
39,1,139703,0,5,9,1,1,0,0,0,28,33
34,1,40067,1,4,6,4,0,1,0,0,40,0
36,1,185394,3,3,8,0,0,0,0,0,34,0
28,1,198197,6,3,3,0,0,1,0,0,55,0
72,3,94242,1,0,11,0,0,0,0,0,16,0
32,1,496743,6,3,3,2,0,1,0,0,40,0
63,5,272425,10,4,1,4,0,1,0,0,40,0
36,4,343721,4,3,3,0,0,1,0,0,30,1
52,1,156953,0,4,8,4,0,1,0,0,40,0
44,1,29762,0,1,7,0,0,1,0,0,68,0
56,1,193453,6,4,3,4,0,1,0,1902,65,0
28,1,163772,0,4,4,4,3,1,0,0,40,0
18,0,266287,1,3,0,2,0,0,0,0,25,0
30,1,327112,6,1,9,0,0,1,0,1564,40,0
34,1,394447,6,3,3,0,0,1,2463,0,50,35
45,1,183168,6,1,1,1,0,0,0,0,40,0
51,1,160703,13,4,6,4,0,1,0,0,45,0
24,1,248533,1,3,9,3,1,0,0,0,40,0
19,1,158343,1,3,11,2,0,0,0,0,40,1
18,1,171088,1,3,9,2,0,0,0,0,10,0
20,6,350845,1,3,5,2,0,0,0,0,10,0
50,1,204838,0,1,1,1,0,0,0,0,38,0
44,1,76196,6,4,1,4,0,1,0,0,50,0
45,1,83064,6,4,9,4,0,1,0,0,50,0
28,1,185127,1,3,9,0,0,1,0,0,40,0
20,1,198148,0,3,5,2,0,1,0,0,40,0
31,1,382368,1,3,5,0,0,1,0,0,40,17
29,1,191535,0,1,6,0,0,1,0,0,60,0
37,1,280464,1,4,1,4,1,1,0,0,80,0
53,3,68985,0,4,5,4,0,1,0,0,40,0
32,6,250585,6,3,3,0,0,0,0,0,50,0
40,1,42703,10,1,6,1,0,0,0,0,40,0
47,1,60267,6,4,1,4,0,1,0,0,38,0
29,1,107812,0,1,6,0,0,1,0,0,40,0
51,1,415287,0,4,2,4,1,1,0,1902,40,0
46,6,359193,1,1,5,1,0,0,0,0,45,0
64,1,103021,2,4,6,4,0,1,0,0,40,0
27,1,278122,0,3,7,2,0,1,0,0,40,0
25,1,53147,6,3,1,2,1,1,0,0,50,0
20,1,206215,0,3,5,2,0,0,0,0,40,0
50,1,192982,0,4,11,4,0,1,0,1848,40,0
39,6,183620,1,3,12,0,1,0,0,0,40,0
42,4,221172,0,1,6,0,0,1,0,0,40,0
28,1,180007,1,3,8,2,0,1,0,0,40,0
18,1,404085,0,4,5,5,0,0,0,0,40,0
22,1,226508,6,3,1,2,0,0,0,0,50,0
39,1,201410,6,4,7,4,0,1,0,1977,45,8
48,2,85384,1,4,6,4,0,1,0,0,40,0
38,3,48123,1,1,1,0,0,0,0,0,40,0
47,6,36169,7,4,3,4,0,1,0,0,60,0
49,1,236913,0,0,4,0,0,0,0,0,45,0
25,1,76144,0,3,1,0,0,1,0,0,50,0
49,6,110172,0,4,7,4,0,1,0,0,40,0
34,1,353213,9,2,6,0,0,1,0,0,60,0
23,6,314819,0,3,7,2,0,1,0,0,40,0
47,4,479611,6,1,9,0,0,1,0,0,50,0
51,1,259363,1,4,1,4,0,1,0,0,60,0
36,1,120760,7,4,3,4,2,1,0,0,40,5
45,3,181970,0,4,5,4,0,1,0,1672,40,0
30,2,48214,7,4,3,5,0,0,0,0,50,0
55,1,98361,7,4,3,4,0,1,15024,0,50,1
64,2,222966,2,4,4,5,1,0,0,0,40,0
44,1,43711,9,4,9,4,0,1,7688,0,40,0
29,1,357781,2,4,10,4,0,1,0,0,40,0
28,1,278736,12,4,2,4,0,1,0,0,40,2
38,1,199816,0,1,2,2,0,1,0,0,40,0
25,1,113436,1,3,5,2,0,1,0,0,15,0
47,2,30575,1,4,3,4,0,1,0,0,50,0
40,0,428584,0,4,0,5,1,0,3464,0,20,0
44,4,103111,5,4,3,4,0,1,0,0,60,0
56,1,187295,6,4,3,4,0,1,0,0,40,0
37,3,125933,0,4,5,4,0,1,0,0,40,0
44,1,103459,0,4,9,5,0,0,0,0,40,0
31,1,223327,0,4,1,4,0,1,0,0,40,0
28,1,148429,0,4,2,4,0,1,0,0,40,0
23,1,207546,8,4,2,4,0,1,0,0,40,0
47,1,102308,7,4,9,4,0,1,0,0,40,0
53,1,99185,0,0,6,1,0,1,0,0,40,0
26,1,137658,6,3,1,0,0,0,0,0,45,0
59,1,291529,3,0,2,0,0,1,0,0,52,0
56,4,222182,0,4,1,4,1,1,0,0,45,0
44,0,268804,0,4,0,4,1,1,0,0,30,0
32,1,112137,15,4,2,5,2,0,4508,0,40,24
23,1,208826,6,3,4,0,0,0,0,0,40,0
50,1,162632,0,4,1,4,0,1,0,0,45,0
17,1,122041,8,3,6,2,0,1,0,0,20,0
33,6,289716,3,4,7,4,0,1,0,0,40,0
51,1,123429,7,4,1,4,0,1,0,0,50,0
35,1,186009,0,4,6,4,0,1,0,0,40,0
51,4,246820,0,4,6,4,0,1,7298,0,48,0
24,1,188300,8,3,2,1,0,0,0,0,40,0
52,1,102828,0,4,3,4,0,1,7688,0,40,0
36,4,342719,4,4,3,4,0,1,0,0,45,1
46,4,231347,1,2,3,0,0,1,0,0,20,0
25,1,228608,1,3,6,3,2,0,0,0,40,24
19,1,164585,0,3,2,2,0,0,0,0,40,0
52,1,122109,0,3,3,1,0,0,0,323,40,0
42,1,93770,0,4,2,5,0,0,0,0,40,0
22,0,42004,1,3,0,2,0,1,0,0,30,0
39,1,237943,6,4,9,4,0,1,0,0,30,0
39,1,115289,9,4,11,4,0,1,0,0,40,35
26,6,265230,6,3,3,0,1,0,0,0,40,0
25,2,152035,9,3,5,2,0,0,0,0,40,0
66,0,357750,8,0,0,0,1,0,0,0,40,0
19,1,209826,1,3,9,2,0,0,0,0,15,0
49,5,122066,1,1,9,0,0,1,0,0,25,0
29,1,244395,8,3,4,1,1,0,0,0,40,0
52,1,112959,1,0,9,0,0,0,0,0,40,0
35,0,153926,0,4,0,5,1,0,0,0,40,0
30,1,261023,1,1,2,1,0,1,0,0,50,0
59,6,93211,6,4,1,5,0,0,0,0,22,0
27,6,105830,6,3,3,0,0,0,0,0,60,0
27,1,29261,9,3,6,1,0,1,0,0,40,0
20,1,89991,1,3,4,2,0,0,0,0,32,0
64,4,103643,0,4,9,4,0,1,0,0,15,0
56,1,104945,2,4,4,4,1,1,0,0,40,0
32,1,295282,0,4,6,4,0,1,0,0,48,0
44,1,265266,3,4,7,4,0,1,0,0,40,0
56,1,244605,0,4,6,4,0,1,0,0,40,0
65,1,101104,0,4,9,4,0,1,9386,0,10,0
51,1,40641,1,4,1,4,0,1,0,0,60,0
65,1,222810,10,1,1,0,0,0,0,0,40,0
44,5,49249,1,1,4,1,0,1,0,0,80,0
59,1,159048,0,1,4,0,0,0,0,0,40,0
42,1,190767,10,1,11,1,0,0,0,0,40,0
42,1,284758,0,1,1,1,0,0,0,0,40,0
22,2,157541,1,3,3,0,0,1,0,0,10,0
45,6,206459,7,4,5,4,0,1,0,0,35,0
54,4,83311,5,4,3,4,0,1,0,0,30,0
17,1,186067,3,3,11,2,0,1,0,0,10,0
48,1,345831,0,1,2,0,0,1,0,0,40,0
53,4,152810,3,4,6,4,0,1,0,0,40,0
33,1,136331,0,5,6,1,0,1,0,0,50,0
41,6,396467,9,4,1,4,1,1,0,0,50,0
39,1,128715,0,1,5,0,0,1,10520,0,40,0
29,1,406826,6,3,3,0,0,0,0,0,45,0
18,1,345285,8,3,9,2,0,0,0,0,20,0
48,1,240917,8,2,4,0,1,0,0,0,35,0
17,1,140117,3,3,9,2,0,0,0,0,12,0
28,1,201175,8,3,2,0,1,1,0,0,40,0
33,1,63184,0,3,10,0,0,1,0,0,40,0
30,1,302438,0,3,2,0,0,1,0,0,40,0
36,5,184456,6,3,11,0,0,1,27828,0,55,0
37,1,127772,6,3,6,0,0,1,0,0,40,0
33,1,59083,6,4,5,4,0,1,0,1902,45,0
17,1,121287,14,3,6,2,0,1,0,0,40,0
30,1,203488,0,3,6,2,0,1,0,0,50,0
59,6,114401,0,0,4,0,0,0,0,1504,19,0
38,2,343642,0,4,3,5,0,0,0,0,40,0
40,1,406811,0,2,1,1,0,0,0,0,40,10
24,1,206827,1,3,9,2,0,0,5060,0,30,0
29,1,200468,3,3,3,0,0,1,0,0,40,0
60,4,166153,1,4,9,4,0,1,0,0,50,0
42,1,341757,1,3,2,0,0,0,0,0,40,0
34,1,176711,0,1,4,2,0,1,0,0,40,0
41,1,599629,1,4,5,5,1,0,0,0,40,0
24,0,114292,14,3,0,2,0,1,0,0,40,0
53,5,157881,1,1,1,0,0,1,0,0,60,0
36,1,245090,1,4,6,4,0,1,3137,0,50,29
30,6,257796,1,1,5,0,0,0,0,0,40,0
49,1,204057,9,1,1,0,0,0,0,0,40,0
35,1,133454,3,1,2,0,0,1,0,0,50,0
26,6,337867,6,3,3,2,1,0,0,0,40,0
17,1,126771,13,3,3,2,0,1,0,0,7,0
23,1,227594,0,3,5,0,0,0,0,0,30,0
20,1,196745,1,3,4,2,0,0,0,0,16,0
44,1,147206,1,4,1,4,0,1,0,0,40,0
17,0,104025,8,3,0,2,0,1,0,0,18,0
47,1,230136,0,4,4,4,1,1,0,0,60,0
48,1,155862,0,1,7,0,0,1,0,0,65,0
36,1,184655,0,4,2,4,0,1,0,0,48,0
52,6,84808,0,1,5,1,1,0,0,0,40,0
26,1,84619,6,4,6,4,0,1,0,0,40,0
72,4,139889,1,4,10,4,0,1,0,0,74,0
43,2,438427,1,1,5,0,1,0,0,0,40,0
45,6,374450,0,4,7,5,0,0,5178,0,40,0
